PropertyStore FormatID\ID,Description
9B174B35-40FF-11D2-A27E-00C04FC30871\3,Capacity
9B174B35-40FF-11D2-A27E-00C04FC30871\4,Volume FileSystem
9b174b35-40ff-11d2-a27e-00c04fc30871\5,Percent Full
9b174b35-40ff-11d2-a27e-00c04fc30871\7,Computer Decorated FreeSpace
9b174b35-40ff-11d2-a27e-00c04fc30871\10,Volume Is Root
9b34bbb9-949c-488d-9a6d-eeb47c847a2f\2,Wireless Profile Name
9b34bbb9-949c-488d-9a6d-eeb47c847a2f\4,Wireless Security
9b34bbb9-949c-488d-9a6d-eeb47c847a2f\5,Wireless Radio Type
9b34bbb9-949c-488d-9a6d-eeb47c847a2f\9,Wireless Connection Mode
9BC2C99B-AC71-4127-9D1C-2596D0D7DCB7\100,GPS DestDistanceDenominator
9C1FCF74-2D97-41BA-B4AE-CB2E3661A6E4\5,Priority
9c1fcf74-2d97-41ba-b4ae-cb2e3661a6e4\7,Communication Newsgroup Name
9C1FCF74-2D97-41BA-B4AE-CB2E3661A6E4\8,Message HasAttachments
9c1fcf74-2d97-41ba-b4ae-cb2e3661a6e4\10,SAM Account Name
9c1fcf74-2d97-41ba-b4ae-cb2e3661a6e4\13,Message Type
9c1fcf74-2d97-41ba-b4ae-cb2e3661a6e4\17,Message Received
9CB0C358-9D7A-46B1-B466-DCC6F1A3D93D\100,Contact DisplayMobilePhoneNumbers
9D1D7CC5-5C39-451C-86B3-928E2D18CC47\100,GPS DestLatitude
9D2408B6-3167-422B-82B0-F583B7A7CFE3\100,Contact SpouseName
9E7D118F-B314-45A0-8CFB-D654B917C9E9\100,Photo BrightnessNumerator
A00742A1-CD8C-4B37-95AB-70755587767A\3,DeviceInterface PrinterEnumerationFlag
A015ED5D-AAEA-4D58-8A86-3C586920EA0B\100,GPS MeasureMode
A06992B3-8CAF-4ED7-A547-B259E32AC9FC\100,Search Store
A09F084E-AD41-489F-8076-AA5BE3082BCA\100,SimpleRating
A0BE94C5-50BA-487B-BD35-0654BE8881ED\100,GPS DOPDenominator
A0E00EE1-F0C7-4D41-B8E7-26A7BD8D38B0\2,Devices Notifications StorageFull
A0E00EE1-F0C7-4D41-B8E7-26A7BD8D38B0\3,Devices Notifications StorageFullLinkText
A0E74609-B84D-4F49-B860-462BD9971F98\100,Photo FocalLengthInFilm
a11c005a-ff95-4785-8617-beaf92399c3c\100,HasLeafContainers
A1829EA2-27EB-459E-935D-B2FAD7B07762\2,Devices MicrophoneArray Geometry
A19FB7A9-024B-4371-A8BF-4D29C3E4E9C9\100,Contact ConnectedServiceSupportedActions
A26F4AFC-7346-4299-BE47-EB1AE613139F\16,Identity KeyProviderName
A26F4AFC-7346-4299-BE47-EB1AE613139F\17,Identity KeyProviderContext
A26F4AFC-7346-4299-BE47-EB1AE613139F\100,Identity
A2E541C5-4440-4BA8-867E-75CFC06828CD\100,Photo FocalPlaneYResolutionNumerator
A3250282-FB6D-48D5-9A89-DBCACE75CCCF\100,GPS DestLongitudeNumerator
A35996AB-11CF-4935-8B61-A6761081ECDF\3,Devices Aep ModelName
A35996AB-11CF-4935-8B61-A6761081ECDF\4,Devices Aep ModelId
A35996AB-11CF-4935-8B61-A6761081ECDF\5,Devices Aep Manufacturer
A35996AB-11CF-4935-8B61-A6761081ECDF\6,Devices Aep SignalStrength
A35996AB-11CF-4935-8B61-A6761081ECDF\7,Devices Aep IsConnected
A35996AB-11CF-4935-8B61-A6761081ECDF\9,Devices Aep IsPresent
A35996AB-11CF-4935-8B61-A6761081ECDF\12,Devices Aep DeviceAddress
A35996AB-11CF-4935-8B61-A6761081ECDF\16,Devices Aep IsPaired
A35996AB-11CF-4935-8B61-A6761081ECDF\17,Devices Aep Category
A399AAC7-C265-474E-B073-FFCE57721716\2,Devices AepService Bluetooth ServiceGuid
A3B29791-7713-4E1D-BB40-17DB85F01831\100,ImportanceText
a40294ef-d2b1-40ed-9512-dd3853b431f5\2,Connected Search Defer Image Prefetch
A4108708-09DF-4377-9DFC-6D99986D5A67\100,Identity IsMeIdentity
A45C254E-DF1C-4EFD-8020-67D146A850E0\3,Devices HardwareIds
A45C254E-DF1C-4EFD-8020-67D146A850E0\4,Devices CompatibleIds
A45C254E-DF1C-4EFD-8020-67D146A850E0\10,Devices ClassGuid
A45C254E-DF1C-4EFD-8020-67D146A850E0\13,Devices DeviceManufacturer
A45C254E-DF1C-4EFD-8020-67D146A850E0\17,Devices DeviceCapabilities
A45C254E-DF1C-4EFD-8020-67D146A850E0\29,Devices DeviceCharacteristics
A45C254E-DF1C-4EFD-8020-67D146A850E0\37,Devices LocationPaths
a4790b72-7113-4348-97ea-292bbc1f6770\5,Visio Masters Keywords
a4790b72-7113-4348-97ea-292bbc1f6770\6,Visio Masters Details
A4AAA5B7-1AD0-445F-811A-0F8F6E67F6B5\100,GPS ImgDirectionRef
A5477F61-7A82-4ECA-9DDE-98B69B2479B3\100,RecordedTV RecordingTime
a63b464f-2ace-4d83-87ae-abaf011cc6ac\1720,Volume BitLocker Can Change Passphrase By Proxy
A6744477-C237-475B-A075-54F34498292A\100,Communication TaskStatusText
A6F360D2-55F9-48DE-B909-620E090A647C\100,IsFlaggedComplete
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\101,Contact HomeAddress1Street
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\102,Contact HomeAddress1Locality
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\103,Contact HomeAddress1Region
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\104,Contact HomeAddress1Country
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\105,Contact HomeAddress1PostalCode
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\106,Contact HomeAddress2Street
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\107,Contact HomeAddress2Locality
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\108,Contact HomeAddress2Region
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\109,Contact HomeAddress2Country
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\110,Contact HomeAddress2PostalCode
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\111,Contact HomeAddress3Street
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\112,Contact HomeAddress3Locality
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\113,Contact HomeAddress3Region
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\114,Contact HomeAddress3Country
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\115,Contact HomeAddress3PostalCode
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\116,Contact BusinessAddress1Street
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\117,Contact BusinessAddress1Locality
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\118,Contact BusinessAddress1Region
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\119,Contact BusinessAddress1Country
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\120,Contact BusinessAddress1PostalCode
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\121,Contact BusinessAddress2Street
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\122,Contact BusinessAddress2Locality
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\123,Contact BusinessAddress2Region
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\124,Contact BusinessAddress2Country
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\125,Contact BusinessAddress2PostalCode
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\126,Contact BusinessAddress3Street
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\127,Contact BusinessAddress3Locality
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\128,Contact BusinessAddress3Region
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\129,Contact BusinessAddress3Country
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\130,Contact BusinessAddress3PostalCode
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\131,Contact OtherAddress1Street
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\132,Contact OtherAddress1Locality
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\133,Contact OtherAddress1Region
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\134,Contact OtherAddress1Country
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\135,Contact OtherAddress1PostalCode
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\136,Contact OtherAddress2Street
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\137,Contact OtherAddress2Locality
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\138,Contact OtherAddress2Region
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\139,Contact OtherAddress2Country
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\140,Contact OtherAddress2PostalCode
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\141,Contact OtherAddress3Street
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\142,Contact OtherAddress3Locality
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\143,Contact OtherAddress3Region
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\144,Contact OtherAddress3Country
A7B6F596-D678-4BC1-B05F-0203D27E8AA1\145,Contact OtherAddress3PostalCode
A7FE0840-1344-46F0-8D37-52ED712A4BF9\100,ParentalRatingsOrganization
A82D9EE7-CA67-4312-965E-226BCEA85023\100,Message Flags
A8A74B92-361B-4E9A-B722-7C4A7330A312\100,Identity ProviderData
a8a7a412-1927-4a34-b1d4-45f67cc672fb\2,Connected Search Referrer Id
A93EAE04-6804-4F24-AC81-09B266452118\100,GPS DestDistance
A94688B6-7D9F-4570-A648-E3DFC0AB2B3F\100,OfflineAvailability
A9EA193C-C511-498A-A06B-58E2776DCC28\100,Photo OrientationText
AAA660F9-9865-458E-B484-01BC7FE3973E\100,Calendar OrganizerName
AABAF6C9-E0C5-4719-8585-57B103E584FE\100,Photo FlashManufacturer
AAF16BAC-2B55-45E6-9F6D-415EB94910DF\100,Contact TTYTDDTelephone
AAF4EE25-BD3B-4DD7-BFC4-47F77BB00F6D\100,GPS Differential
AB205E50-04B7-461C-A18C-2F233836E627\100,Photo ExposureBiasDenominator
ACC9CE3D-C213-4942-8B48-6D0820F21C6D\100,GPS SpeedNumerator
ad763ac7-f1ed-4039-9fb4-b7b84ef33cef\2,Search Provider Attributes
AEAC19E4-89AE-4508-B9B7-BB867ABEE2ED\2,DRM IsProtected
AEAC19E4-89AE-4508-B9B7-BB867ABEE2ED\3,DRM Description
AEAC19E4-89AE-4508-B9B7-BB867ABEE2ED\4,DRM PlayCount
AEAC19E4-89AE-4508-B9B7-BB867ABEE2ED\5,DRM DatePlayStarts
AEAC19E4-89AE-4508-B9B7-BB867ABEE2ED\6,DRM DatePlayExpires
AEAC19E4-89AE-4508-B9B7-BB867ABEE2ED\7,DRM IsDisabled
AFC47170-14F5-498C-8F30-B0D19BE449C6\11,DeviceInterface PrinterDriverName
AFD97640-86A3-4210-B67C-289C41AABE55\2,Devices SafeRemovalRequired
B0B87314-FCF6-4FEB-8DFF-A50DA6AF561C\100,Contact BusinessAddressCountry
b180ad60-ed3f-4d16-bd43-f5b4fcf325a9\2,Sync Conflict ItemS hort Location
b180ad60-ed3f-4d16-bd43-f5b4fcf325a9\3,Sync Conflict Item Full Location
B2F9B9D6-FEC4-4DD5-94D7-8957488C807B\2,FilePlaceholderStatus
B2F9B9D6-FEC4-4DD5-94D7-8957488C807B\3,StorageProviderFileIdentifier
B2F9B9D6-FEC4-4DD5-94D7-8957488C807B\4,StorageProviderFileVersion
B2F9B9D6-FEC4-4DD5-94D7-8957488C807B\5,StorageProviderFileChecksum
B2F9B9D6-FEC4-4DD5-94D7-8957488C807B\6,StorageProviderFileVersionWaterline
B2F9B9D6-FEC4-4DD5-94D7-8957488C807B\7,StorageProviderCallerVersionInformation
B33AF30B-F552-4584-936C-CB93E5CDA29F\100,Calendar RequiredAttendeeNames
B5C84C9E-5927-46B5-A3CC-933C21B78469\100,Contact ConnectedServiceName
b769d0fe-bc33-421a-8ce6-45add82ec756\2,Connected Search Suppress Local Hero
b771b352-8692-42e6-ac33-cc7b062ad950\100,Game Win SPR Recommended
B7B4D61C-5A64-4187-A52E-B1539F359099\2,Devices WinPhone8CameraFlags
B812F15D-C2D8-4BBF-BACD-79744346113F\100,Photo TagViewAggregate
B96EFF7B-35CA-4A35-8607-29E3A54C46EA\100,IdentityProvider Name
B9B4B3FC-2B51-4A42-B5D8-324146AFCF25\2,Link TargetParsingPath
B9B4B3FC-2B51-4A42-B5D8-324146AFCF25\3,Link Status
B9B4B3FC-2B51-4A42-B5D8-324146AFCF25\5,Link Comment
b9b4b3fc-2b51-4a42-b5d8-324146afcf25\6,Item After
B9B4B3FC-2B51-4A42-B5D8-324146AFCF25\8,Link TargetSFGAOFlags
BA3B1DA9-86EE-4B5D-A2A4-A271A429F0CF\100,GPS DestBearingNumerator
bb44403b-1399-4650-95eb-03c53a57c2cf\60,Game Int Update Status
BC4E71CE-17F9-48D5-BEE9-021DF0EA5409\100,Contact BusinessAddressPostOfficeBox
BCCC8A3C-8CEF-42E5-9B1C-C69079398BC7\100,Message ToDoTitle
BCEEE283-35DF-4D53-826A-F36A3EEFC6BE\100,Search ContainerHash
BE1A72C6-9A1D-46B7-AFE7-AFAF8CEF4999\100,Communication TaskStatus
BE6E176C-4534-4D2C-ACE5-31DEDAC1606B\100,GPS LongitudeDenominator
BEBE0920-7671-4C54-A3EB-49FDDFC191EE\100,PropGroup Video
BF53D1C3-49E0-4F7F-8567-5A821D8AC542\100,Contact CallbackTelephone
BF79C0AB-BB74-4CEE-B070-470B5AE202EA\2,Devices Dnssd ServiceName
BF79C0AB-BB74-4CEE-B070-470B5AE202EA\3,Devices Dnssd Domain
BF79C0AB-BB74-4CEE-B070-470B5AE202EA\4,Devices Dnssd InstanceName
BF79C0AB-BB74-4CEE-B070-470B5AE202EA\5,Devices Dnssd FullName
BF79C0AB-BB74-4CEE-B070-470B5AE202EA\6,Devices Dnssd TextAttributes
BF79C0AB-BB74-4CEE-B070-470B5AE202EA\7,Devices Dnssd HostName
BF79C0AB-BB74-4CEE-B070-470B5AE202EA\8,Devices Dnssd Weight
BF79C0AB-BB74-4CEE-B070-470B5AE202EA\9,Devices Dnssd Priority
BF79C0AB-BB74-4CEE-B070-470B5AE202EA\10,Devices Dnssd Ttl
BF79C0AB-BB74-4CEE-B070-470B5AE202EA\11,Devices Dnssd NetworkAdapterId
BF79C0AB-BB74-4CEE-B070-470B5AE202EA\12,Devices Dnssd PortNumber
BFEE9149-E3E2-49A7-A862-C05988145CEC\100,Calendar IsOnline
C06238B2-0BF9-4279-A723-25856715CB9D\100,Photo GainControlText
C0AC206A-827E-4650-95AE-77E2BB74FCC9\100,Contact MailingAddress
C107E191-A459-44C5-9AE6-B952AD4B906D\100,Photo MaxApertureNumerator
C2EA046E-033C-4E91-BD5B-D4942F6BBE49\2,CreatorAppId
C2EA046E-033C-4E91-BD5B-D4942F6BBE49\3,CreatorOpenWithUIOptions
C4322503-78CA-49C6-9ACC-A68E2AFD7B6B\100,Identity UserName
C449D5CB-9EA4-4809-82E8-AF9D59DED6D1\100,Music IsCompilation
C4C07F2B-8524-4E66-AE3A-A6235F103BEB\2,Devices Notifications LowBattery
C4C4DBB2-B593-466B-BBDA-D03D27D5E43A\100,GPS Longitude
c5043536-932e-219e-5fb9-1c2807d7b03e\600,Activity App Display Name
c5043536-932e-219e-5fb9-1c2807d7b03e\601,Activity App Image Uri
c5043536-932e-219e-5fb9-1c2807d7b03e\602,Activity Background Color
c5043536-932e-219e-5fb9-1c2807d7b03e\603,Activity Content Image Uri
c5043536-932e-219e-5fb9-1c2807d7b03e\604,Activity Content Uri
c5043536-932e-219e-5fb9-1c2807d7b03e\605,Activity Description
c5043536-932e-219e-5fb9-1c2807d7b03e\606,Activity Display Text
c5043536-932e-219e-5fb9-1c2807d7b03e\607,Activity Tilexml
c5043536-932e-219e-5fb9-1c2807d7b03e\608,Activity History Active Days
c5043536-932e-219e-5fb9-1c2807d7b03e\609,Activity History Active Duration
c5043536-932e-219e-5fb9-1c2807d7b03e\610,Activity History Active Hours
c5043536-932e-219e-5fb9-1c2807d7b03e\611,Activity History App Activity Id
c5043536-932e-219e-5fb9-1c2807d7b03e\612,Activity History App Id
c5043536-932e-219e-5fb9-1c2807d7b03e\613,Activity History Device Display Name
c5043536-932e-219e-5fb9-1c2807d7b03e\614,Activity History Device Id
c5043536-932e-219e-5fb9-1c2807d7b03e\615,Activity History Display Text
c5043536-932e-219e-5fb9-1c2807d7b03e\616,Activity History End Time
c5043536-932e-219e-5fb9-1c2807d7b03e\617,Activity History Id
c5043536-932e-219e-5fb9-1c2807d7b03e\618,Activity History Start Time
c5043536-932e-219e-5fb9-1c2807d7b03e\619,Activity History Type
c5043536-932e-219e-5fb9-1c2807d7b03e\620,Activity Activity Id
c53e42a9-db3c-4bc7-b0f3-83a524adf0ec\1719,Volume BitLocker Can Change Pin
C554493C-C1F7-40C1-A76C-EF8C0614003E\100,Contact TelexNumber
c64a866e-41ae-4c8c-b3d5-dd6dbf70c9c1\100,Is Group
C66D4B3C-E888-47CC-B99F-9DCA3EE34DEA\100,GPS DestBearing
c6f039e7-f6a4-4185-ae48-07938262c274\100,Hide In Grep Search
C75FAA05-96FD-49E7-9CB4-9F601082D553\100,EndDate
C77724D4-601F-46C5-9B89-C53F93BCEB77\100,Photo MaxApertureDenominator
C89A23D0-7D6D-4EB8-87D4-776A82D493E5\100,Contact HomeAddressState
C8D1920C-01F6-40C0-AC86-2F3A4AD00770\100,GPS TrackDenominator
C8EA94F0-A9E3-4969-A94B-9C62A95324E0\100,Contact PrimaryAddressCity
C9944A21-A406-48FE-8225-AEC7E24C211B\2,PropList FullDetails
C9944A21-A406-48FE-8225-AEC7E24C211B\3,PropList TileInfo
C9944A21-A406-48FE-8225-AEC7E24C211B\4,PropList InfoTip
C9944A21-A406-48FE-8225-AEC7E24C211B\5,PropList QuickTip
C9944A21-A406-48FE-8225-AEC7E24C211B\6,PropList PreviewTitle
C9944A21-A406-48FE-8225-AEC7E24C211B\8,PropList PreviewDetails
C9944A21-A406-48FE-8225-AEC7E24C211B\9,PropList ExtendedTileInfo
C9944A21-A406-48FE-8225-AEC7E24C211B\10,PropList FileOperationPrompt
C9944A21-A406-48FE-8225-AEC7E24C211B\11,PropList ConflictPrompt
c9944a21-a406-48fe-8225-aec7e24c211b\12,PropList Set Defaults For
C9944A21-A406-48FE-8225-AEC7E24C211B\13,PropList ContentViewModeForBrowse
C9944A21-A406-48FE-8225-AEC7E24C211B\14,PropList ContentViewModeForSearch
c9944a21-a406-48fe-8225-aec7e24c211b\16,PropList Status Icons
C9944A21-A406-48FE-8225-AEC7E24C211B\17,InfoTipText
c9944a21-a406-48fe-8225-aec7e24c211b\18,PropList Status Icons Display Flag
C9944A21-A406-48FE-8225-AEC7E24C211B\500,LayoutPattern ContentViewModeForBrowse
C9944A21-A406-48FE-8225-AEC7E24C211B\501,LayoutPattern ContentViewModeForSearch
c9944a21-a406-48fe-8225-aec7e24c211b\502,Layout Pattern Place Holder
c9944a21-a406-48fe-8225-aec7e24c211b\503,Layout Pattern Tiles View Mode
c9944a21-a406-48fe-8225-aec7e24c211b\504,Layout Pattern Group
c9944a21-a406-48fe-8225-aec7e24c211b\510,PropList Details Pane Null Select
c9944a21-a406-48fe-8225-aec7e24c211b\511,PropList Details Pane Null Select Title
c9b88dba-04db-4887-a200-cf0d3afe1146\99,Game Update Status
C9C141A9-1B4C-4F17-A9D1-F298538CADB8\2,Devices AepService ServiceId
C9C141A9-1B4C-4F17-A9D1-F298538CADB8\5,Devices AepService ProtocolId
C9C141A9-1B4C-4F17-A9D1-F298538CADB8\6,Devices AepService AepId
C9C141A9-1B4C-4F17-A9D1-F298538CADB8\7,Devices AepService ParentAepIsPaired
C9C34F84-2241-4401-B607-BD20ED75AE7F\100,Communication HeaderItem
CBF38310-4A17-4310-A1EB-247F0B67593B\2,DeviceInterface Hid UsagePage
CBF38310-4A17-4310-A1EB-247F0B67593B\3,DeviceInterface Hid UsageId
CBF38310-4A17-4310-A1EB-247F0B67593B\4,DeviceInterface Hid IsReadOnly
CBF38310-4A17-4310-A1EB-247F0B67593B\5,DeviceInterface Hid VendorId
CBF38310-4A17-4310-A1EB-247F0B67593B\6,DeviceInterface Hid ProductId
cbf38310-4a17-4310-a1eb-247f0b67593b\7,Device Interface Hid Version Number
cc158e89-6581-4311-9637-a8da9002f118\2,Connected Search Require Install
CC301630-B192-4C22-B372-9F4C6D338E07\100,PropGroup General
CC6F4F24-6083-4BD4-8754-674D0DE87AB8\100,Contact EmailName
CD102C9C-5540-4A88-A6F6-64E4981C8CD1\100,Contact AssistantName
CD9ED458-08CE-418F-A70E-F912C7BB9C5C\103,Message MessageClass
CDBFC167-337E-41D8-AF7C-8C09205429C7\100,ApplicationDefinedProperties
CDEDCF30-8919-44DF-8F4C-4EB2FFDB8D89\100,Photo ExposureIndexNumerator
CE50C159-2FB8-41FD-BE68-D3E042E274BC\2,Sync HandlerName
CE50C159-2FB8-41FD-BE68-D3E042E274BC\3,Sync ItemName
CE50C159-2FB8-41FD-BE68-D3E042E274BC\4,Sync ConflictDescription
CE50C159-2FB8-41FD-BE68-D3E042E274BC\6,Sync ConflictFirstLocation
CE50C159-2FB8-41FD-BE68-D3E042E274BC\7,Sync ConflictSecondLocation
ce50c159-2fb8-41fd-be68-d3e042e274bc\10,Sync Conflict Unresolvable
CEA820B9-CE61-4885-A128-005D9087C192\100,GPS DestLatitudeRef
cebf9b37-26ae-466b-9fe9-c7550c4b0ce8\100,Transfer Path
cf5751fd-f4b3-443d-b31c-9a34740759ec\100,Search Scope
CFA31B45-525D-4998-BB44-3F7D81542FA4\100,Media DlnaProfileID
CFC08D97-C6F7-4484-89DD-EBEF4356FE76\100,Photo FocalPlaneXResolution
D042D2A1-927E-40B5-A503-6EDBD42A517E\100,Contact PhoneNumbersCanonical
D08DD4C0-3A9E-462E-8290-7B636B2576B9\2,Devices InterfacePaths
D08DD4C0-3A9E-462E-8290-7B636B2576B9\3,Devices FunctionPaths
D08DD4C0-3A9E-462E-8290-7B636B2576B9\10,Devices PrimaryCategory
D08DD4C0-3A9E-462E-8290-7B636B2576B9\257,Devices Status1
D08DD4C0-3A9E-462E-8290-7B636B2576B9\258,Devices Status2
D08DD4C0-3A9E-462E-8290-7B636B2576B9\259,Devices Status
D0A04F0A-462A-48A4-BB2F-3706E88DBD7D\100,ItemAuthors
D0C7F054-3F72-4725-8527-129A577CB269\100,SensitivityText
D0DAB0BA-368A-4050-A882-6C010FD19A4F\100,PropGroup Content
D21A7148-D32C-4624-8900-277210F79C0F\100,Image CompressedBitsPerPixelNumerator
D35F743A-EB2E-47F2-A286-844132CB1427\100,Photo EXIFVersion
D37D52C6-261C-4303-82B3-08B926AC6F12\100,Task BillingInformation
D4729704-8EF1-43EF-9024-2BD381187FD5\100,Contact Children
D4BF61B3-442E-4ADA-882D-FA7B70C832D9\6,Devices Aep PointOfService ConnectionTypes
D4D0AA16-9948-41A4-AA85-D97FF9646993\100,ItemParticipants
D55BAE5A-3892-417A-A649-C6AC5AAAEAB3\100,Calendar OptionalAttendeeAddresses
d5cdd502-2e9c-101b-9397-08002b2cf9ae\1,Codepage
D5CDD502-2E9C-101B-9397-08002B2CF9AE\2,Category
D5CDD502-2E9C-101B-9397-08002B2CF9AE\3,Document PresentationFormat
D5CDD502-2E9C-101B-9397-08002B2CF9AE\4,Document ByteCount
D5CDD502-2E9C-101B-9397-08002B2CF9AE\5,Document LineCount
D5CDD502-2E9C-101B-9397-08002B2CF9AE\6,Document ParagraphCount
D5CDD502-2E9C-101B-9397-08002B2CF9AE\7,Document SlideCount
D5CDD502-2E9C-101B-9397-08002B2CF9AE\8,Document NoteCount
D5CDD502-2E9C-101B-9397-08002B2CF9AE\9,Document HiddenSlideCount
D5CDD502-2E9C-101B-9397-08002B2CF9AE\10,Document MultimediaClipCount
d5cdd502-2e9c-101b-9397-08002b2cf9ae\11,Scale
d5cdd502-2e9c-101b-9397-08002b2cf9ae\12,Headingpair
d5cdd502-2e9c-101b-9397-08002b2cf9ae\13,Document Parts
D5CDD502-2E9C-101B-9397-08002B2CF9AE\14,Document Manager
D5CDD502-2E9C-101B-9397-08002B2CF9AE\15,Company
d5cdd502-2e9c-101b-9397-08002b2cf9ae\16,Document Links Dirty
D5CDD502-2E9C-101B-9397-08002B2CF9AE\26,ContentType
D5CDD502-2E9C-101B-9397-08002B2CF9AE\27,ContentStatus
D5CDD502-2E9C-101B-9397-08002B2CF9AE\28,Language
D5CDD502-2E9C-101B-9397-08002B2CF9AE\29,Document Version
D6304E01-F8F5-4F45-8B15-D024A6296789\100,Contact PagerTelephone
D68DBD8A-3374-4B81-9972-3EC30682DB3D\100,Contact IMAddress
D6942081-D53B-443D-AD47-5E059D9CD27A\2,Shell SFGAOFlagsStrings
D6942081-D53B-443D-AD47-5E059D9CD27A\3,Link TargetSFGAOFlagsStrings
D6B5B883-18BD-4B4D-B2EC-9E38AFFEDA82\2,Devices SmartCards ReaderKind
d6cf9145-d365-471b-bcb8-f0b4a96b891c\100,Fonts ActiveStatus
D7313FF1-A77A-401C-8C99-3DBDD68ADD36\100,ItemNamePrefix
d76e7ba8-dfa6-48e7-9670-d62dfb07206b\2,Connected Search Contract Id
d76e7ba8-dfa6-48e7-9670-d62dfb07206b\3,Connected Search App Min Version
d76e7ba8-dfa6-48e7-9670-d62dfb07206b\4,Connected Search App Installed State
D7750EE0-C6A4-48EC-B53E-B87B52E6D073\100,ImageParsingName
D7B61C70-6323-49CD-A5FC-C84277162C97\100,Photo FlashEnergyDenominator
D98BE98B-B86B-4095-BF52-9D23B2E0A752\100,PriorityText
d9c22960-532c-4bc6-9876-7b12b52593d7\2,Protocol Name
DA520E51-F4E9-4739-AC82-02E0A95C9030\100,Identity QualifiedUserName
DA5D0862-6E76-4E1B-BABD-70021BD25494\100,GPS Speed
DC54FD2E-189D-4871-AA01-08C2F57A4ABC\100,FlagStatusText
DC5877C7-225F-45F7-BAC7-E81334B6130A\100,GPS ImgDirectionNumerator
DC8F80BD-AF1E-4289-85B6-3DFC1B493992\100,Message ConversationID
DC8F80BD-AF1E-4289-85B6-3DFC1B493992\101,Message ConversationIndex
DCCB10AF-B4E2-4B88-95F9-031B4D5AB490\100,Photo FocalPlaneXResolutionNumerator
dce33a78-aa18-4b3d-b1df-a6621ac8bdd2\2,Connected Search Bypass View Action
dd141766-313a-4a30-90f0-056a7c968437\2,Print Status Document Count
dd141766-313a-4a30-90f0-056a7c968437\3,Print Status Error Status
dd141766-313a-4a30-90f0-056a7c968437\4,Print Status Location
dd141766-313a-4a30-90f0-056a7c968437\5,Print Status Comment
dd141766-313a-4a30-90f0-056a7c968437\6,Print Status Preferences
dd141766-313a-4a30-90f0-056a7c968437\7,Print Status Warning Status
dd141766-313a-4a30-90f0-056a7c968437\8,Print Status Info Status
dd141766-313a-4a30-90f0-056a7c968437\9,Scan Status Profile
DDD1460F-C0BF-4553-8CE4-10433C908FB0\100,Contact BusinessAddressStreet
DE00DE32-547E-4981-AD4B-542F2E9007D8\100,PropGroup Camera
DE35258C-C695-4CBC-B982-38B0AD24CED0\2,Shell OmitFromView
DE41CC29-6971-4290-B472-F59F2E2F31E2\100,Media DateReleased
DE5EF3C7-46E1-484E-9999-62C5308394C1\100,Contact PrimaryAddressPostOfficeBox
DE621B8F-E125-43A3-A32D-5665446D632A\25,Security EncryptionOwnersDisplay
de9e220b-41d4-4690-8b6b-3d89e231eef1\100,Fonts Family Name
DEA7C82C-1D89-4A66-9427-A4E3DEBABCB1\100,Journal Contacts
